album_name,track_title,track_n,lyric,line
AI Album,Track 13,13,This path is reckless (Are you okay?),9
AI Album,Track 13,13,This slope is treacherous (Are you okay?),10
AI Album,Track 13,13,This slope is treacherous (Are you okay?),11
AI Album,Track 13,13,"Touch my face, will you please slow it?",12
AI Album,Track 13,13,Will you please slow it? (Would you please slow it?),13
AI Album,Track 13,13,"Worry not, my love",14
AI Album,Track 13,13,Will you please slow it?,15
AI Album,Track 13,13,It rains in your bedroom (Does it have to be that bad?),16
AI Album,Track 13,13,Does it have to be that bad?,17
AI Album,Track 13,13,Rain in your bedroom (Does it have to be that bad?),18
AI Album,Track 13,13,"Do you remember, all along, that I had this love for you?",19
AI Album,Track 13,13,"This love was illicit, illicit, illicit, illicit, illicit",20
AI Album,Track 13,13,(Does it have to be that bad?),21
AI Album,Track 13,13,"So it's thrown the spotlight back on me, spotlight on me, spotlight on me (Yeah)",22
AI Album,Track 13,13,"So it's thrown the spotlight back on me, spotlight on me, spotlight on me (Yeah)",23
AI Album,Track 13,13,"And the spotlight goes back on you, spotlight on you (Yeah)",24
AI Album,Track 13,13,"So it will, it will, it will, it will (Ah)",25
AI Album,Track 13,13,"And I will, it will, it will (Yeah)",26
AI Album,Track 13,13,"It will be forever, oh, oh (Yeah)",27
AI Album,Track 13,13,"It will be forever, oh, oh (Oh)",28
AI Album,Track 13,13,"Ah, it will be, oh, oh (Yeah, oh)",29
AI Album,Track 13,13,"Oh, oh, oh (Ooh, oh, oh, oh)",30
AI Album,Track 13,13,The way you whisper in the hallway (Silence),31
AI Album,Track 13,13,'Cause you were a part of my past (Silence),32
AI Album,Track 13,13,You were a part of,33
AI Album,Track 14,14,And bring it all back to me ,1
AI Album,Track 14,14,And save the day by taking your time,2
AI Album,Track 14,14,I've been thinking that,3
AI Album,Track 14,14,"It's cool that you're here, it's cool that you're taking my place",4
AI Album,Track 14,14,I guess I've always loved saying,5
AI Album,Track 14,14,"I wish you were here, would you wish I was here?",6
AI Album,Track 14,14,"Wish me dead, and I'll never be so kind ",7
AI Album,Track 14,14,"But you are alive, in my head",8
AI Album,Track 14,14,"I'm yours to keep, and I'll always have them",9
AI Album,Track 14,14,"I'm so pretty, I almost laugh myself to death (I do, I do)",10
AI Album,Track 14,14,"But I can recognize your face, it's obvious from all the flowers on my wall",11
AI Album,Track 14,14,It was rusting so bright when I looked up from my phone,12
AI Album,Track 14,14,And I shoulda known from the picture frames on your bed,13
AI Album,Track 14,14,"You put up curtains and told the story of my life, yeah",14
AI Album,Track 14,14,"Yeah, I'd tell you stories of falling in love someday, yeah",15
AI Album,Track 14,14,"But you put up curtains and told the story of my life, yeah",16
AI Album,Track 14,14,I'd tell you stories of fall asleep so that I might be discovered,17
AI Album,Track 14,14,"So that's pretty, yeah",18
AI Album,Track 14,14,And you had to go,19
AI Album,Track 14,14,"And that's cool, yeah",20
AI Album,Track 14,14,"Yeah, I've always loved",21
AI Album,Track 14,14,"Say you'll remember me, oh, I know I know I remember you, yeah",22
AI Album,Track 14,14,And the memories leak out whenever you're around,23
AI Album,Track 14,14,"When I'm around, yeah, I know I'm all about you",24
AI Album,Track 14,14,"remember you, yeah, I know I remember you",25
AI Album,Track 14,14,"I know I remember you, yeah, I know",26
AI Album,Track 14,14,"I know I remember you I remember you, yeah, I know I remember you",27
AI Album,Track 14,14,"I remember you, yeah, I know I remember you",28
AI Album,Track 14,14,"I remember you, yeah, I know I remember you I remember you, yeah, we could dance forever",29
AI Album,Track 14,14,The memories leak out whenever you're around,30
AI Album,Track 14,14,"To recall you, but you can't recall me",31
AI Album,Track 14,14,If you could stay like this,32
AI Album,Track 14,14,You could stay,33
AI Album,Track 15,15,And if this love was a knife fight,1
AI Album,Track 15,15,My death would be for the ages,2
AI Album,Track 15,15,I never learned to read your mind,3
AI Album,Track 15,15,So what better way to end your greatest epiphany,4
AI Album,Track 15,15,Than by ending it now?,5
AI Album,Track 15,15,Ending it now would be for the ages,6
AI Album,Track 15,15,"They say I'm too old, too young, and too sick of being told I'm never gonna find what I want",7
AI Album,Track 15,15,"And given the amount of wasted time I've wasted,",8
AI Album,Track 15,15,I'd say ending it now would be a win-win proposition,9
